code,short_title,detailed_description,system_category,code_type,severity_level
P0BAB,"Hybrid Battery Voltage Sense ""W"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BAC,"Hybrid Battery Voltage Sense ""W"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BAD,"Hybrid Battery Voltage Sense ""W"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BAE,"Hybrid Battery Voltage Sense ""X"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BAF,"Hybrid Battery Voltage Sense ""X"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB0,"Hybrid Battery Voltage Sense ""X"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB1,"Hybrid Battery Voltage Sense ""X"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB2,"Hybrid Battery Voltage Sense ""X"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB3,"Hybrid Battery Voltage Sense ""Y"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BB4,"Hybrid Battery Voltage Sense ""Y"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB5,"Hybrid Battery Voltage Sense ""Y"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB6,"Hybrid Battery Voltage Sense ""Y"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB7,"Hybrid Battery Voltage Sense ""Y"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BB8,"Hybrid Battery Voltage Sense ""Z"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BB9,"Hybrid Battery Voltage Sense ""Z"" Circuit Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BBA,"Hybrid Battery Voltage Sense ""Z"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BBB,"Hybrid Battery Voltage Sense ""Z"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BBC,"Hybrid Battery Voltage Sense ""Z"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BBD,Hybrid Battery Pack Voltage Variation Exceeded Limit,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BBE,Hybrid Battery Pack Voltage Variation,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BBF,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit/Open,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0BC0,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit Low,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC1,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit High,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC2,"Hybrid Battery Temperature Sensor ""E"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BC3,"Hybrid Battery Temperature Sensor ""E"" Range/Performance",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC4,"Hybrid Battery Temperature Sensor ""E"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC5,"Hybrid Battery Temperature Sensor ""E"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC6,"Hybrid Battery Temperature Sensor ""E"" Circuit Intermittent/Erratic",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC7,Hybrid Battery Pack Cooling Fan Sense Circuit/Open,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Critical-level severity within the Powertrain category.,Powertrain,Generic,Critical
P0BC8,Hybrid Battery Pack Cooling Fan Sense Range/Performance,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BC9,Hybrid Battery Pack Cooling Fan Sense Circuit Low,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BCA,Hybrid Battery Pack Cooling Fan Sense Circuit High,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BCB,Hybrid Battery Pack Cooling Fan Sense Circuit Intermittent/Erratic,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BCC,Generator Inverter Temperature Sensor Circuit,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BCD,Generator Inverter Temperature Sensor Circuit Range/Performance,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BCE,Generator Inverter Temperature Sensor Circuit Low,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BCF,Generator Inverter Temperature Sensor Circuit High,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BD0,Generator Inverter Temperature Sensor Circuit Intermittent/Erratic,System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BD1,"Drive Motor Inverter Temperature Sensor ""C"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BD2,"Drive Motor Inverter Temperature Sensor ""C"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BD3,"Drive Motor Inverter Temperature Sensor ""C"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BD4,"Drive Motor Inverter Temperature Sensor ""C"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BD5,"Drive Motor Inverter Temperature Sensor ""C"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BD6,"Drive Motor Inverter Temperature Sensor ""D"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BD7,"Drive Motor Inverter Temperature Sensor ""D"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BD8,"Drive Motor Inverter Temperature Sensor ""D"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BD9,"Drive Motor Inverter Temperature Sensor ""D"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BDA,"Drive Motor Inverter Temperature Sensor ""D"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BDB,"Drive Motor Inverter Temperature Sensor ""E"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BDC,"Drive Motor Inverter Temperature Sensor ""E"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BDD,"Drive Motor Inverter Temperature Sensor ""E"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BDE,"Drive Motor Inverter Temperature Sensor ""E"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BDF,"Drive Motor Inverter Temperature Sensor ""E"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE0,"Drive Motor Inverter Temperature Sensor ""F"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE1,"Drive Motor Inverter Temperature Sensor ""F"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE2,"Drive Motor Inverter Temperature Sensor ""F"" Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BE3,"Drive Motor Inverter Temperature Sensor ""F"" Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BE4,"Drive Motor Inverter Temperature Sensor ""F"" Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE5,"Drive Motor ""A"" Phase U Current Sensor Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE6,"Drive Motor ""A"" Phase U Current Sensor Circuit",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Powertrain category.,Powertrain,Generic,Info
P0BE7,"Drive Motor ""A"" Phase U Current Sensor Circuit Low",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
P0BE8,"Drive Motor ""A"" Phase U Current Sensor Circuit High",System: Hybrid/Electric Vehicle. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Powertrain category.,Powertrain,Generic,Warning
